practice,pct,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
D82032,06V,3,0.5018069406922177,9.0,5.0,399.2900000000001,96.92,26.68,522.8900000000001,9.71609160683337,97.18385888542672,59.2134252375686,26.111382510991696,16.6487542745481,4146.0,231403.0,8209.75,TPP,SystmOne
D82033,,,,,,,,,,,,,,,,,,,
D82034,06Y,1,0.5240775713475562,10.0,8.0,435.0,95.44,27.0,557.44,14.4990246682545,80.77271270093459,62.619332732783796,23.0520951302378,18.926387315968302,6115.0,426232.0,18265.0,EMIS,EMIS Web
D82035,07J,2,0.5353590912186658,7.0,7.0,420.88000000000005,97.0,27.0,544.8800000000001,27.4319499096567,90.185344721091,59.9500585744791,23.6197550692632,18.5705681590042,6650.0,308012.0,10262.916666666668,EMIS,EMIS Web
D82036,06Y,,0.5077153061442109,7.0,7.0,388.08,78.97,27.0,494.04999999999995,10.097196850393699,91.5765739492166,56.590887573158795,26.437873033098196,17.4633749321758,5151.0,195440.0,7741.25,TPP,SystmOne
D82037,06Y,1,0.47268857062603553,7.0,7.0,416.48999999999995,97.0,27.0,540.49,11.999643102823999,87.72376173092691,53.1312858820232,21.533309196234605,20.061549601737898,6487.0,237411.0,11058.166666666668,EMIS,EMIS Web
D82038,06V,1,0.55518725182352,2.0,2.0,435.0,97.0,27.0,559.0,22.305285335102802,80.0132387559515,54.4029382158556,32.4485733244857,14.1871267418713,1071.0,78019.0,3072.1666666666665,TPP,SystmOne
D82039,06Y,1,0.39047093345926964,8.0,8.0,433.34,96.63,27.0,556.97,15.188738008249901,93.84473576040001,57.9623830607024,27.371273712737104,16.8328031106398,5368.0,218240.0,8556.583333333334,TPP,SystmOne
D82040,06W,4,0.4471778950797585,11.0,11.0,414.4399999999999,91.1,27.0,532.5399999999998,39.98204105011929,67.47350310592189,60.6498123702515,12.378679395385802,26.919649960222802,0.0,266629.0,12506.166666666668,TPP,SystmOne
D82041,06Y,1,0.4789395240907214,9.0,11.0,434.84000000000003,96.63,27.0,558.47,25.819317953365697,81.51994282959829,66.63683864349309,15.9512235313504,22.303699431490504,0.0,182124.0,11961.25,TPP,SystmOne
D82042,06Y,1,0.5157544461315898,6.0,7.0,416.15999999999997,92.91,26.55,535.6199999999999,15.676340998104902,81.270733910909,58.7386371211304,23.861198738170298,18.5362776025237,5630.0,180331.0,8076.5,EMIS,EMIS Web
D82043,07J,2,0.4865735223517543,5.0,5.0,435.0,97.0,27.0,559.0,18.079240304296,87.20510393215609,63.755054221110704,23.3258762117823,19.8329604772558,6744.0,185634.0,6734.916666666666,TPP,SystmOne
D82044,07J,2,0.5890691073332901,20.0,20.0,433.73999999999995,97.0,27.0,557.74,25.1266103194252,73.55753654981991,65.83146026285479,25.819696878207804,18.8829176982066,1058.0,949009.0,32916.416666666664,TPP,SystmOne
D82045,06Y,1,0.5222126431700267,15.0,15.0,435.0,97.0,27.0,559.0,11.563596664507802,76.6400056423751,54.461663308172,22.465133810780202,21.795272198589203,0.0,364458.0,18553.666666666668,TPP,SystmOne
D82046,06Y,1,0.45487866241497193,1.0,1.0,435.0,97.0,27.0,559.0,15.721270296084098,78.1089082578337,55.2112684927365,27.255369928401,17.274463007159902,4114.0,131262.0,4299.083333333333,TPP,SystmOne
D82047,06W,4,0.41541055405138405,8.0,8.0,433.56000000000006,95.62,25.54,554.72,29.460797818095603,81.8159784554647,58.061795247762696,17.5856753231353,13.335704968575802,0.0,165743.0,8276.083333333332,TPP,SystmOne
D82048,06W,4,0.5178578009755505,6.0,6.0,435.0,97.0,27.0,559.0,16.1231704752559,59.544954827916,54.438331305305006,20.2859946726483,20.765456329735,0.0,262999.0,14080.083333333334,TPP,SystmOne
D82049,07J,1,0.38238267401393344,,,431.15000000000003,94.53999999999999,27.0,552.69,19.8884243204578,91.4045392874346,58.10703690712361,27.4678111587983,17.991416309012898,3571.0,163593.0,3632.0,EMIS,EMIS Web
D82050,06Y,1,0.42373395864848773,3.0,3.0,434.53000000000003,97.0,27.0,558.53,19.037551318998002,72.03439316985691,55.3392615793692,24.8614497894037,18.751939702948302,688.0,204406.0,8996.583333333334,TPP,SystmOne
D82051,07J,2,0.5764082814339627,12.0,11.0,422.83000000000004,97.0,27.0,546.83,29.775696107056,78.6941338623164,64.4223249091274,21.040145985401498,18.2591240875912,0.0,368168.0,16532.750000000004,TPP,SystmOne
D82053,06V,1,0.5574479470272081,5.0,5.0,435.0,97.0,27.0,559.0,22.027383930194503,84.481432271063,66.2780379067591,35.520814397382296,14.6627885838938,2554.0,194682.0,5635.5,TPP,SystmOne
D82054,06V,,0.5734767367452072,11.0,11.0,425.79,95.0,25.189999999999998,545.98,22.152261001619898,81.17808832299859,54.2545973666605,28.2127429805616,16.838552915766698,5893.0,392572.0,14921.916666666668,TPP,SystmOne
D82055,06M,3,,,,,,,,,,,,,,,,,
D82056,06Y,1,0.4300858753202859,4.0,5.0,434.91999999999996,97.0,27.0,558.92,16.921508947149402,96.83345503520171,57.8764315279566,26.4247088186356,19.0411813643927,9498.0,284633.0,9769.0,EMIS,EMIS Web
D82057,07J,1,0.46082514049326373,7.0,7.0,434.06,97.0,26.990000000000002,558.05,24.8500513046028,86.06207058446621,58.8956042247694,32.3713744352135,15.6099693922169,3534.0,227033.0,7014.166666666666,EMIS,EMIS Web
D82058,06M,3,0.40426391181814075,11.0,11.0,429.9,94.47,27.0,551.37,21.485124878717,85.4804388953511,58.7594327940711,29.8556018492095,15.8267222190514,2028.0,464879.0,17478.500000000004,TPP,SystmOne
D82059,06V,1,0.46223647472496354,6.0,6.0,435.0,97.0,27.0,559.0,20.374609184300603,91.94652116544759,60.65115535660539,27.017297392220602,17.5783650891211,3340.0,290536.0,11582.666666666666,TPP,SystmOne
D82060,06W,4,0.43803166353612816,3.0,4.0,432.02,95.93,27.0,554.95,26.0749085942425,83.62189657391191,51.0874793335657,18.9115360369826,25.538978777053998,0.0,134024.0,4964.999999999999,TPP,SystmOne
D82061,,,,,,,,,,,,,,,,,,,
D82062,06V,3,0.5385275646326755,6.0,6.0,435.0,97.0,27.0,559.0,12.715487484138901,82.4611510632613,54.4742511254254,23.2091360018457,18.8003229899642,3255.0,220018.0,8789.583333333334,EMIS,EMIS Web
D82063,06Y,1,0.48893671921143705,11.0,11.0,435.0,97.0,27.0,559.0,21.5397164456457,39.169237357095795,51.121360746797706,27.4009629191655,17.7954219106343,0.0,280226.0,12134.083333333334,TPP,SystmOne
D82064,06Y,1,0.4986462013360246,11.0,11.0,435.0,97.0,27.0,559.0,8.21522332573537,84.0586250115848,55.9042946232324,22.9053614065552,20.5068374213154,3885.0,388419.0,18928.749999999996,TPP,SystmOne
D82065,07J,1,0.5881858692801237,,,434.38000000000005,97.0,27.0,558.3800000000001,24.5180825997653,88.02892496202792,55.59456366665071,30.720865623629198,15.8297996783155,3400.0,238316.0,6939.333333333333,EMIS,EMIS Web
D82066,06V,1,0.5107279313128819,7.0,8.0,433.69999999999993,97.0,27.0,557.6999999999999,20.378277206512397,77.55074579538359,63.0992969550264,29.1916595258498,16.7637817766352,2097.0,207609.0,6761.333333333333,TPP,SystmOne
D82067,06M,3,0.3674902248463549,8.0,8.0,431.43,89.98,27.0,548.41,50.550053288395006,88.4360341054397,55.2714475430013,19.2202586992166,20.120240480961897,0.0,252628.0,12100.999999999998,EMIS,EMIS Web
D82068,07J,2,0.5638889476352553,5.0,6.0,410.39,90.69,26.189999999999998,527.27,19.7067664744646,85.26561446884891,59.6007008056915,29.0637012630423,16.7957166392092,4238.0,197706.0,7263.166666666666,EMIS,EMIS Web
D82069,06W,4,0.45942761346248434,2.0,2.0,417.53,85.03,26.810000000000002,529.3699999999999,13.5975696610169,93.69239816015791,38.260504198423,26.2542372881356,14.7186440677966,0.0,84384.0,5830.0,TPP,SystmOne
D82070,07J,2,0.5484820113016962,5.0,5.0,405.1,96.56,26.71,528.37,22.698808302010104,97.4387627010915,56.7880192550063,26.7200522961268,17.453832325543402,6030.0,177808.0,6330.5,EMIS,EMIS Web
D82071,06W,3,0.5251061090860198,8.0,8.0,405.98000000000013,97.0,27.0,529.9800000000001,13.805708830845802,70.4256394776945,53.896401746893304,24.4278606965174,18.829601990049802,0.0,342213.0,16034.916666666668,TPP,SystmOne
D82072,07J,2,0.6153996925467689,4.0,4.0,411.11000000000007,90.71000000000001,25.84,527.6600000000001,22.316029271613303,92.1694088948223,60.036904262217796,36.215112321307004,13.6555479918312,3142.0,170999.0,4368.416666666667,EMIS,EMIS Web
D82073,06W,4,0.37874794042325344,5.0,5.0,420.38,86.04,27.0,533.4200000000001,22.6673806397542,54.225972733206994,50.142765585715196,18.787540159240102,18.6674116496717,0.0,151907.0,8002.416666666667,TPP,SystmOne
D82076,06W,4,0.4126928625978621,6.0,6.0,434.39,97.0,27.0,558.39,20.9131991237347,88.05436978906609,46.00281934050079,19.308052575917802,18.449916905877,0.0,134264.0,6688.166666666667,TPP,SystmOne
D82078,06Y,1,0.48303644672350093,6.0,5.0,426.50000000000006,96.47,27.0,549.97,8.938022581384681,95.25245095439692,48.7106563263412,24.9426868408987,17.9046309032554,4739.0,184407.0,8999.25,TPP,SystmOne
D82079,07J,2,0.5285410616110534,5.0,4.0,409.27,92.77,27.0,529.04,19.6999404907976,88.4008518594379,42.90739203715329,22.5971370143149,19.0961145194274,4937.0,152407.0,4977.833333333333,TPP,SystmOne
D82080,06V,3,0.4304362603883947,5.0,5.0,432.0,97.0,27.0,556.0,9.41361622950819,89.302857131262,60.388232792484,25.7488950728433,19.718448191193303,5687.0,179840.0,6369.333333333333,TPP,SystmOne
D82081,06M,3,0.38032665551522377,2.0,2.0,419.45,97.0,24.0,540.45,21.3899974369927,88.1262300465783,60.67839462214379,24.5763918553325,18.0976790545351,0.0,124806.0,7012.0,TPP,SystmOne
D82083,,,,,,,,,,,,,,,,,,,
D82084,06Y,1,0.5640796296981042,3.0,3.0,417.15,96.53,27.0,540.68,16.2505921225907,39.527230298460395,57.2228078710481,28.747457829884,16.9541811221438,3503.0,224881.0,8256.916666666666,TPP,SystmOne
D82085,06Y,1,0.4838862534971973,6.0,6.0,420.52000000000004,97.0,26.92,544.4399999999999,17.49571107628,98.8689587756185,55.4133933574895,24.8520710059172,18.158719108945398,3229.0,140051.0,5977.583333333334,TPP,SystmOne
D82086,07J,2,,,,,,,,,,,,,,,,,
D82087,06W,4,0.3573806426472187,6.0,6.0,425.23999999999995,97.0,27.0,549.24,38.31436523929471,78.42091455554541,60.241694473695,10.4376574307305,23.816120906801,0.0,120105.0,6587.333333333334,TPP,SystmOne
D82088,06W,4,0.35947084619186975,13.0,13.0,388.63,87.0,27.0,502.63,18.355656578878502,87.1279106490337,48.287014519615795,0.392690716791455,11.9870150269648,0.0,61949.0,20149.333333333332,EMIS,EMIS Web
D82089,,,,,,,,,,,,,,,,,,,
D82092,,,,,,,,,,,,,,,,,,,
D82096,06W,4,0.38394103053954637,5.0,5.0,413.94,97.0,26.189999999999998,537.13,36.7707240669241,79.5388110746489,49.66569949939979,12.599742599742598,25.505791505791503,0.0,113103.0,7895.083333333333,TPP,SystmOne
D82098,06M,3,,,,379.74999999999994,87.49,26.25,493.48999999999995,29.5238027575642,80.2745870390592,60.004521368660896,21.5817694369973,19.345078513979303,,,,,
D82099,07J,2,0.5520900690464515,13.0,13.0,418.59999999999997,86.8,26.92,532.3199999999999,32.125689181526106,88.6662876338263,51.7950366096712,11.631277172200901,22.401865036859697,1885.0,245382.0,16542.0,TPP,SystmOne
D82100,06Y,1,0.38907752583121064,3.0,3.0,408.92,95.57,27.0,531.49,17.7613137153228,86.03621416631121,60.748494167417604,27.5862068965517,16.852476017630302,3659.0,117213.0,3961.6666666666665,TPP,SystmOne
D82102,06M,3,,,,420.66999999999996,96.89,26.03,543.5899999999999,55.5753378638441,73.9481638756411,59.3868441293649,15.4678854943469,21.2484965119076,,,,,
D82103,06V,3,,,,,,,,,,,,,,,,,
D82104,06V,3,0.625841602222089,6.0,6.0,366.28999999999996,84.04,24.75,475.08,14.5606649863014,79.58753537104009,54.76920679644,26.5643835616438,17.6241095890411,6300.0,233386.0,9086.750000000002,EMIS,EMIS Web
D82105,07J,2,0.4706769518820256,4.0,4.0,432.16,97.0,27.0,556.1600000000001,24.902400036186,86.4786986132046,56.1296489441758,23.0323864664375,20.4487063506423,2814.0,166781.0,5645.0,TPP,SystmOne
D82106,06W,4,0.34769513855884715,3.0,3.0,435.0,95.63,27.0,557.63,23.9265359522169,94.1765447647975,44.7048477797335,17.6659774867907,17.4867907190443,0.0,82952.0,4451.666666666666,TPP,SystmOne
D82600,06M,3,0.36474279738561627,1.0,1.0,392.24999999999994,93.03,27.0,512.28,19.0342164790174,86.0791257571191,52.940250357452896,31.1156601842375,14.350051177072698,1480.0,45892.0,2012.4166666666667,EMIS,EMIS Web
D82604,07J,2,0.44333528399433303,5.0,5.0,423.2,90.36,27.0,540.56,21.817557539682497,74.98688888394399,61.521565127269895,29.8280423280423,15.5753968253968,2977.0,73040.0,3015.416666666667,TPP,SystmOne
D82613,06M,3,0.4019018025796351,6.0,6.0,412.46000000000004,92.87,27.0,532.33,29.0157222500626,84.5221911112466,68.73119733025679,18.2285141568529,24.051616136306702,0.0,180973.0,8672.0,TPP,SystmOne
D82615,06Y,,,,,,,,,,,,,,,,,,
D82618,07J,2,0.46739370499951743,,,427.54,85.21000000000001,27.0,539.75,11.421874397925198,69.6659714343926,49.0922242134935,21.896998888477203,21.1152278621712,0.0,105424.0,5523.833333333333,TPP,SystmOne
D82620,06W,,,,,,,,,,,,,,,,,,
D82621,07J,1,0.4921348668859302,2.0,2.0,429.07,97.0,27.0,553.0699999999999,23.0168452584731,80.6038993170168,68.717639584928,30.9044368600683,16.0238907849829,4269.0,202624.0,5919.25,EMIS,EMIS Web
D82623,,,,,,,,,,,,,,,,,,,
D82624,06Y,1,0.33417267236499637,1.0,1.0,413.56,97.0,27.0,537.56,12.538243614509598,87.2409651727356,50.6824388656179,15.463696723067,22.775754979653,1488.0,59720.0,4836.916666666667,TPP,SystmOne
D82628,06V,1,0.4040009646912603,3.0,3.0,373.62,96.95,26.54,497.11,19.5437152418619,91.2642134424098,53.8821304114555,29.9665348341953,15.4122299969577,2684.0,75248.0,3408.583333333333,TPP,SystmOne
D82629,06Y,1,,,,,,,,15.23857744,72.1767783305514,61.9568961939702,,,,,,,
D82632,06W,4,0.3122421892905367,,,432.09999999999997,86.59,27.0,545.6899999999999,35.5598851439791,80.1366423287728,66.10898774078629,17.3102094240838,17.7486910994764,0.0,20429.0,3010.0,TPP,SystmOne
D82634,5PQ,,,,,,,,,,,,,,,,,,
D82639,5PQ,,,,,,,,,,,,,,,,,,
D82640,,,,,,,,,,,,,,,,,,,
D82641,06W,,,,,,,,,,,,,,0.0,13534.0,,TPP,SystmOne
D82642,5PQ,,,,,,,,,,,,,,,,,,
D82643,RY3,,,,,,,,,,,,,,0.0,610.0,,,
D83001,06L,1,0.5833755993229914,4.0,4.0,419.61,94.26,27.0,540.87,8.31459578670178,44.7477691679399,57.23468372289479,27.170130725101103,18.0156117746638,0.0,252023.0,10344.833333333334,TPP,SystmOne
D83002,06M,3,0.5352088876722844,9.0,9.0,418.3800000000001,95.03,24.439999999999998,537.8500000000001,38.6478475884244,78.11310020680209,62.9837717651159,20.282958199356898,21.338906752411603,0.0,307058.0,15892.666666666666,EMIS,EMIS Web
D83003,07K,2,0.5135233438647513,6.0,6.0,433.04,86.22999999999999,27.0,546.27,15.5525439473087,96.91993683381371,55.238933266215895,28.8989784335982,15.209988649262199,4495.0,129299.0,4627.916666666666,EMIS,EMIS Web
D83004,06L,4,0.5290952283227104,5.0,5.0,430.39,97.0,27.0,554.39,19.012916129032302,90.60696872511092,47.598439223802096,20.5452067242163,18.622444343480197,0.0,188379.0,10943.666666666666,TPP,SystmOne
D83005,07K,2,0.58277695152504,11.0,10.0,425.79,96.18,25.630000000000003,547.6,15.0580165364858,82.9026528585233,65.72026198660289,26.3876187126275,16.6767499120647,2946.0,336918.0,14110.083333333334,EMIS,EMIS Web
D83006,06L,1,0.4840349607418341,3.0,3.0,426.97999999999996,97.0,25.009999999999998,548.99,14.055910761933,94.56479823042092,52.8937763586485,27.524429967426702,17.4918566775244,5863.0,154966.0,6733.583333333333,TPP,SystmOne
D83007,06L,2,0.5308584880963473,6.0,6.0,381.73,97.0,27.0,505.73,12.446862758087699,74.97243640656201,55.0223963158026,23.418350447167896,20.9914982886165,6075.0,208695.0,9021.333333333334,TPP,SystmOne
D83008,06L,4,0.5484361245647262,8.0,7.0,424.4,97.0,24.240000000000002,545.64,29.350501160783402,69.6996756632724,47.908111644847004,15.505952380952401,20.145238095238103,0.0,303473.0,16648.166666666668,TPP,SystmOne
D83009,06M,3,0.5371868988746193,10.0,7.0,425.01000000000005,96.82,27.0,548.83,18.465833464761,89.6785761402329,61.8038369070195,26.7754176728599,18.0602237445173,0.0,355495.0,20154.666666666668,EMIS,EMIS Web
D83010,06M,3,0.5869181947847032,5.0,5.0,423.18,87.7,26.810000000000002,537.69,23.738663023399,91.3920776847185,57.7234159933988,31.9070340156996,14.769893797137101,1837.0,206863.0,6448.666666666666,EMIS,EMIS Web
D83011,06M,3,0.45198261280460533,9.0,10.0,302.6200000000001,63.169999999999995,23.71,389.5000000000001,21.258309729110998,85.5687499417583,65.6356757493552,27.088897367417,17.1797024036627,0.0,239867.0,12608.666666666668,TPP,SystmOne
D83012,07K,2,0.5821557535888997,9.0,9.0,428.0400000000001,95.57,24.32,547.9300000000002,17.9096201711905,58.97961328490771,54.3117957222727,17.3007654209815,21.3946420531292,3131.0,378732.0,17653.5,TPP,SystmOne
D83013,07K,2,0.5190730780096061,10.0,11.0,428.8800000000001,97.0,27.0,552.8800000000001,14.508555718728399,81.0454511269167,55.4329769033305,27.0300621976503,15.687629578438099,4081.0,342767.0,11740.666666666668,TPP,SystmOne
D83014,07K,1,0.5482086504964025,,,426.12000000000006,86.03,26.25,538.4000000000001,16.1309115461112,90.49958494475041,59.907798269461004,32.4262089177308,15.478333682227301,1159.0,231865.0,9423.25,EMIS,EMIS Web
D83015,06L,2,0.42673745386765316,5.0,5.0,422.41999999999996,91.47,27.0,540.89,17.026847016475198,72.04675826043459,55.4995806211202,31.672203765227,15.035991140642299,0.0,150573.0,7462.166666666667,TPP,SystmOne
D83016,06M,3,0.4543461466265122,7.0,7.0,413.32,80.76,27.0,521.0799999999999,30.7511463948197,94.2889342448784,58.715586906297396,24.849068159944,18.542304663575102,0.0,211301.0,11239.25,EMIS,EMIS Web
D83017,06L,1,0.533254640707408,7.0,8.0,431.43,96.42,25.65,553.5,11.7089619377163,75.80098640637341,49.5301233525181,23.4408948257826,18.3809447171481,5009.0,351950.0,12379.083333333334,EMIS,EMIS Web
D83018,07K,1,0.5776715659944276,12.0,12.0,389.7800000000001,71.9,27.0,488.68000000000006,18.101066153433003,92.6389254592953,58.2210773108066,22.5006712610758,18.795310122617,3988.0,271550.0,11502.416666666666,EMIS,EMIS Web
D83019,06L,1,0.4981666618510436,5.0,5.0,431.26,90.98,27.0,549.24,13.46945159069,96.5486668756122,58.687885184867405,23.688197218014,17.8019556534913,7143.0,194113.0,7307.750000000001,EMIS,EMIS Web
D83020,06L,1,0.5679886817913172,,,435.0,97.0,27.0,559.0,12.7876831202046,92.2265176107119,54.405635836057996,25.0511508951407,20.4117647058823,7857.0,197132.0,7893.583333333333,TPP,SystmOne
D83021,07K,2,0.5030147603736616,5.0,5.0,433.65999999999997,97.0,27.0,557.66,18.127718889641198,61.5860768696433,48.174226240422,16.1231393775372,22.672530446549395,0.0,339062.0,14993.75,TPP,SystmOne
D83022,06M,3,0.4592818438953273,3.0,3.0,427.42,95.87,27.0,550.29,15.3569252409994,91.78383261314741,69.3483148648354,34.841628959276,14.9478654337989,1308.0,135605.0,5103.75,TPP,SystmOne
D83023,06M,3,0.577924712008383,4.0,4.0,429.07000000000005,97.0,27.0,553.07,36.0040624586367,80.98543591407,62.982887859468896,22.6422898742555,20.0033090668432,0.0,285642.0,12439.75,TPP,SystmOne
D83024,06L,4,0.4602647365520268,6.0,6.0,394.3,86.74000000000001,24.0,505.04,20.3624550813902,90.18074557301941,56.7218383329407,18.568665377176,19.7784420608405,0.0,170868.0,11608.833333333334,TPP,SystmOne
D83025,,,,,,,,,,,,,,,,,,,
D83026,06L,2,0.4819717550740645,6.0,6.0,432.45000000000005,96.24,27.0,555.69,12.9205505775667,91.5955684762212,55.1394944586576,26.2226060671489,19.198963618698002,5516.0,206537.0,9262.75,TPP,SystmOne
D83027,07K,1,0.40045135574837176,9.0,9.0,431.79,97.0,27.0,555.79,16.5894918888151,93.3150436013344,51.46351868524079,17.180533156247,19.4269993359264,3375.0,194291.0,10634.416666666666,TPP,SystmOne
D83028,06L,2,0.43518461566077293,6.0,6.0,425.69,97.0,27.0,549.69,17.5413331843242,76.9744330384598,63.4904111594403,27.5219788407093,16.8797496647296,1869.0,158527.0,6842.583333333333,TPP,SystmOne
D83029,07K,1,0.534493953410295,13.0,13.0,435.0,97.0,27.0,559.0,16.9076573471577,69.6588927210789,51.97851169858129,20.5491205491205,16.9326469326469,3886.0,287138.0,13999.0,TPP,SystmOne
D83030,06M,3,0.4452056910217532,,,400.66,97.0,25.85,523.51,43.4667667466725,49.4056094165091,67.8894324467504,19.3977743835915,18.9308313331879,0.0,114576.0,5819.083333333333,TPP,SystmOne
D83033,07K,1,0.6230824049395158,8.0,8.0,425.90999999999997,90.42999999999999,27.0,543.3399999999999,14.187218337218301,98.2218813739517,55.2914948502411,26.7177267177267,17.3759573759574,4763.0,209546.0,9075.916666666666,EMIS,EMIS Web
D83034,06M,3,0.44256717384952604,8.0,8.0,422.07000000000005,96.23,27.0,545.3000000000001,19.2865407299536,87.70963674576521,57.988327966613795,26.8471568272365,17.3071350959797,3808.0,307218.0,11151.666666666666,TPP,SystmOne
D83035,06M,3,0.6024621869220906,7.0,7.0,432.56,87.7,27.0,547.26,18.7532,88.10086877356122,56.663268286652794,31.7531906726802,15.019671816524301,4459.0,295662.0,10467.916666666666,EMIS,EMIS Web
D83036,06L,2,0.5695541299817415,6.0,6.0,402.91999999999996,97.0,27.0,526.92,13.250477516607098,90.6024048760844,58.580718231030204,38.911599386816604,12.917731221257,0.0,92349.0,3988.3333333333335,TPP,SystmOne
