practice,pct,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
G83027,08A,6,0.542352597663766,6.0,6.0,372.21,95.63,23.22,491.05999999999995,28.029966434955302,55.592235785134605,50.0864797565551,14.0307387208726,22.098165592464103,0.0,227800.0,11575.333333333332,Vision,Vision 3 Hosted
G83028,07N,6,0.534044674691447,4.0,4.0,429.06,97.0,27.0,553.06,16.0495253296322,41.884892156410295,48.3614752675586,16.0638390146587,22.3124295255443,0.0,166700.0,11670.5,Vision,Vision 3 Hosted
G83029,07N,6,0.5763628081763027,4.0,4.0,435.0,97.0,27.0,559.0,7.68059414740872,90.6699004083977,49.152861020173205,21.4275946943799,20.1230685081362,0.0,108632.0,7282.666666666667,Vision,Vision 3 Hosted
G83030,08A,6,0.4586352140966338,4.0,4.0,427.06999999999994,87.0,27.0,541.0699999999999,26.8373062389293,81.64483508596021,47.325590934501804,11.139539460736101,26.408187364692,0.0,72336.0,5269.666666666666,Vision,Vision 3 Hosted
G83031,08A,6,0.500798254170599,4.0,4.0,422.03,97.0,27.0,546.03,33.5696951425967,72.1916862524633,52.813705662926296,12.7751009245996,26.852454746711803,0.0,139147.0,7765.333333333333,Vision,Vision 3 Hosted
G83033,07N,6,0.5036885895586919,2.0,2.0,425.48999999999995,97.0,27.0,549.49,10.2157992189295,76.62981022847801,48.345902314527706,23.8456237077877,15.9292441994027,0.0,67573.0,4351.083333333334,Vision,Vision 3 Hosted
G83034,08A,6,0.6050909871290672,2.0,2.0,411.71000000000004,97.0,26.89,535.6,15.049195387840701,74.42158940962621,60.872083062830804,22.2431865828092,19.4339622641509,0.0,78154.0,4930.5,Vision,Vision 3 Hosted
G83037,07N,6,0.4319411964630221,3.0,3.0,427.20000000000005,84.09,26.66,537.95,23.2033533178114,75.2641081811858,53.7717717859974,12.848837209302301,23.209302325581397,0.0,53371.0,3497.8333333333335,Vision,Vision 3 Hosted
G83039,08A,6,0.3296372987754561,4.0,4.0,398.74,77.59,23.869999999999997,500.20000000000005,28.7429541768567,80.02682791998909,52.2469538391331,11.2040133779264,25.688191407255,0.0,135648.0,8295.833333333332,Vision,Vision 3 Hosted
G83042,08A,6,,,,,,,,,,,,,,,,,
G83043,07N,6,0.44669392568246435,1.0,1.0,424.88,87.0,27.0,538.88,18.6544045035824,70.9626770305432,53.5005231984302,13.592630501535302,21.7645854657114,0.0,44990.0,4511.75,,
G83044,08A,6,0.42699610822118816,5.0,5.0,416.38,95.0,27.0,538.38,29.6647498085025,84.28975030077841,49.9871789732047,8.61573808156232,24.866934711851396,0.0,150088.0,10953.083333333334,Vision,Vision 3 Hosted
G83046,07N,6,0.501084646830979,1.0,1.0,364.09999999999997,93.9,27.0,485.0,13.804165378993499,90.7753536527553,66.7962432404548,19.1062852370015,18.6844852787638,0.0,93828.0,4984.583333333333,Vision,Vision 3 Hosted
G83047,07N,6,0.5543079788392921,5.0,5.0,435.0,97.0,27.0,559.0,10.9002593526268,72.64659390838891,45.489937372243794,18.0288219288522,19.3026302529477,0.0,158186.0,10069.0,Vision,Vision 3 Hosted
G83048,,,,,,,,,,,,,,,,,,,
G83049,07N,6,0.526889361675134,7.0,7.0,435.0,97.0,27.0,559.0,13.594958491461101,94.49609017222299,55.8548544378834,23.3878615457563,18.918918918918898,0.0,170664.0,8589.583333333334,Vision,Vision 3 Hosted
G83052,07N,6,0.47927295267603837,,,434.69000000000005,97.0,26.71,558.4000000000001,20.3025283779245,85.2381131152168,46.245128472358395,9.233351986569671,27.028539451594895,0.0,141479.0,9872.25,Vision,Vision 3 Hosted
G83053,07N,6,0.5878422815171545,21.0,15.0,435.0,97.0,27.0,559.0,16.1827802123195,74.6137580986233,56.0759325910336,16.2624205394063,24.2732827254212,0.0,248622.0,16643.166666666664,Vision,Vision 3 Hosted
G83057,07N,6,0.5077132501280635,,7.0,435.0,97.0,27.0,559.0,9.8341174020823,74.25338890497129,46.4182317383718,20.0991571641051,18.7823500247893,0.0,208355.0,10091.833333333332,Vision,Vision 3 Hosted
G83058,08A,6,0.4844673060265073,4.0,4.0,387.1,97.0,27.0,511.1,24.9500243253056,68.9849624590364,43.0749422233843,7.88487120570807,19.1389527149595,0.0,104533.0,8477.333333333334,Vision,Vision 3 Hosted
G83060,08A,6,0.48183445489237514,3.0,3.0,353.37999999999994,73.57000000000001,26.78,453.7299999999999,31.924076034507998,74.4290787198586,54.279379565368096,8.87556660330458,27.8169323000439,0.0,93298.0,6902.249999999999,Vision,Vision 3 Hosted
G83061,07N,6,0.5558941845840204,4.0,4.0,430.79999999999995,97.0,27.0,554.8,11.574098232969101,46.117725422649094,51.3858315826846,18.2748198093467,21.260172053010898,0.0,157213.0,8508.5,Vision,Vision 3 Hosted
G83062,07N,6,0.6118296771973355,4.0,4.0,384.26,97.0,27.0,508.26,28.7462234143691,68.1716204616032,50.8933133241945,8.50081477457903,30.507876154264,0.0,97164.0,7992.333333333334,Vision,Vision 3 Hosted
G83063,08A,6,0.19665127343935596,,,361.43999999999994,53.58,25.7,440.7199999999999,,,,,,0.0,286.0,642.8333333333333,Vision,Vision 3 Hosted
G83064,07N,6,0.49324348558207176,1.0,1.0,411.47,91.73,25.88,529.08,10.6278848007008,80.59674365253679,54.705579661846706,23.8720981165134,19.772229522558,0.0,43524.0,2397.0,Vision,Vision 3 Hosted
G83065,08A,6,0.4263079529269631,9.0,9.0,404.28,95.11,27.0,526.39,22.808952328014698,79.0493245701269,28.3792714629564,6.090873482177829,19.266222744483603,0.0,115472.0,16233.583333333332,Vision,Vision 3 Hosted
G83066,07N,6,0.5806780217323727,5.0,5.0,435.0,97.0,27.0,559.0,16.4200632291181,61.8179883239806,50.893304649277404,21.640223985067703,21.6682221185254,0.0,261449.0,9012.916666666666,Vision,Vision 3 Hosted
G83067,08A,6,0.5118695396370082,22.0,22.0,404.50000000000006,83.71,26.67,514.88,30.448849715324997,78.37645977946829,43.6406004966426,5.864221923654469,28.685687188809,0.0,389276.0,25516.75,EMIS,EMIS Web
G83068,08A,,0.0,,,340.22,79.69,20.78,440.69000000000005,,,,,,,,155.5,Vision,Vision 3 Hosted
G83069,08A,,,,,,,,,,,,,,,,,,
G83605,07N,6,,,,,,,,,,,,,,,,,
G83621,,,,,,,,,,,,,,,,,,,
G83623,,,,,,,,,,,,,,,,,,,
G83628,08A,6,0.46541576025666853,6.0,6.0,421.9699999999999,87.0,27.0,535.9699999999999,11.8560209089589,76.72869793401959,50.13879463023271,12.922898214026402,23.3134891825178,0.0,111491.0,8480.0,Vision,Vision 3 Hosted
G83630,07N,6,0.44457508258887385,3.0,3.0,419.46,87.0,27.0,533.46,28.5566876925572,62.79165080855471,43.14808012471,8.12388519539484,31.337765526187802,0.0,73449.0,6435.416666666666,Vision,Vision 3 Hosted
G83631,08A,6,0.5291615455505018,3.0,3.0,383.67,96.85,24.75,505.27,25.285705585980303,59.94545397791121,59.0955246178815,8.17086527929902,27.2771084337349,0.0,70427.0,4678.833333333334,Vision,Vision 3 Hosted
G83632,,,,,,,,,,,,,,,,,,,
G83633,08A,6,0.39647303321123817,3.0,3.0,356.6,75.86,23.310000000000002,455.77000000000004,19.9712319942952,47.8234811652141,41.876889185720295,9.00879486570002,20.7273591632993,0.0,58421.0,4417.083333333333,Vision,Vision 3 Hosted
G83635,08A,6,0.39568402095584065,4.0,4.0,371.36,96.46000000000001,24.0,491.82000000000005,22.5953809724268,50.5760217778638,55.746763599685494,13.933908650810402,20.917701536518603,0.0,67279.0,4665.0,Vision,Vision 3 Hosted
G83636,,,,,,,,,,,,,,,,,,,
G83641,08A,6,0.40202926613165324,2.0,2.0,398.67999999999995,96.58,25.490000000000002,520.7499999999999,28.097198938992,72.9056551471742,61.452693631429604,6.492932862190809,20.3975265017668,0.0,33827.0,2406.9166666666665,Vision,Vision 3 Hosted
G83642,07N,6,0.48055801158383066,4.0,4.0,435.0,87.0,27.0,549.0,20.4337102570829,63.281538791318596,55.3480585131559,9.640608604407142,26.812696747114398,0.0,122753.0,8285.833333333334,Vision,Vision 3 Hosted
G83643,,,,,,,,,,,,,,,,,,,
G83644,,,,,,,,,,,,,,,,,,,
G83647,08A,6,0.479781838154356,5.0,5.0,384.98,94.69,25.67,505.34000000000003,25.941501771336604,83.06034896023421,49.080418564796894,9.07920154539601,24.549259497746302,0.0,92109.0,6527.916666666667,Vision,Vision 3 Hosted
G83651,08A,6,0.34897468067093773,3.0,4.0,408.29000000000013,97.0,27.0,532.2900000000002,24.0246710384477,68.0164807529251,45.361861761705505,11.109117013639601,19.5549174443647,0.0,74166.0,5924.0,Vision,Vision 3 Hosted
G83654,08A,6,0.31103489456935285,4.0,4.0,429.40999999999997,96.24,27.0,552.65,26.154951499444604,76.9447139567031,48.59656050028671,8.086602516654331,24.5447816432272,0.0,62421.0,5531.833333333333,Vision,Vision 3 Hosted
G83655,08A,6,0.3368869113413598,,,425.94,86.49000000000001,26.79,539.22,28.5842017380509,78.02133132792959,52.721744227922294,13.966480446927399,23.625077591558,0.0,5771.0,779.4166666666667,Vision,Vision 3 Hosted
G83657,,,,,,,,,,,,,,,,,,,
G83658,,,,,,,,,,,,,,,,,,,
G83663,08A,6,0.5294461776565835,1.0,1.0,214.56999999999996,68.33,18.36,301.26,29.434072777521898,65.8389922149741,54.4359878578067,13.766114180478802,21.0681399631676,0.0,47964.0,2360.5833333333335,Vision,Vision 3 Hosted
G83668,08A,6,0.368922355288595,,,355.67,82.44,25.880000000000003,463.99,,,,,,0.0,13689.0,1542.25,Vision,Vision 3 Hosted
G83670,08A,6,,,,,,,,,,,,,,,,,
G83671,,,,,,,,,,,,,,,,,,,
G83672,07N,6,0.43993502505124404,2.0,2.0,357.94000000000005,85.53999999999999,23.880000000000003,467.36,21.3878878812861,86.471359278988,52.0272680256542,12.118713932399,24.641384995878,0.0,40095.0,2549.5833333333335,Vision,Vision 3 Hosted
G83673,08A,6,0.4230220528348077,3.0,3.0,408.52,97.0,27.0,532.52,24.5213153441573,78.12298433791909,49.9544973473773,9.71872856162817,19.908529613537603,0.0,59119.0,4793.5,Vision,Vision 3 Hosted
G83674,,,,,,,,,,,,,,,,,,,
G83675,08A,6,,,,,,,,,,,,,,,,,
G83679,,,,,,,,,,,,,,,,,,,
G83680,08A,6,0.5246464321289895,6.0,6.0,429.9,97.0,27.0,553.9,23.4100348552499,86.0646381317599,49.518603796939495,15.3607950453694,22.617024341062898,0.0,187944.0,15290.5,Vision,Vision 3 Hosted
G83681,,,,,,,,,,,,,,,,,,,
G84001,07Q,6,0.4708427569380992,7.0,7.0,426.52,95.8,24.03,546.3499999999999,11.1032279526332,81.0642624855503,49.9391601807803,15.976008724100302,20.867736407540104,0.0,158250.0,13238.416666666666,EMIS,EMIS Web
G84002,07Q,6,0.36866174712101385,8.0,8.0,429.82,95.87,26.07,551.7600000000001,9.91738673386734,80.22091908250691,50.921238095063295,14.9914514532529,21.164402051651198,0.0,115208.0,11428.0,EMIS,EMIS Web
G84003,07Q,6,0.4880492641589566,9.0,9.0,418.42,97.0,25.42,540.84,32.5624873871358,78.4736413852818,51.96235510834371,13.8296882270824,24.3555141926477,0.0,163354.0,10875.5,EMIS,EMIS Web
G84004,07Q,6,0.46783718392238594,7.0,6.0,402.24,92.35,24.0,518.59,10.8553896618446,60.55996210324739,53.38188173359939,23.5234497373998,18.9901409748457,0.0,147437.0,10647.25,EMIS,EMIS Web
G84005,07Q,6,0.509042200591271,3.0,3.0,416.8499999999999,97.0,27.0,540.8499999999999,26.540751972942502,63.3098494193112,57.997335970189894,21.0071401728673,21.394212701991698,0.0,86750.0,5245.666666666667,EMIS,EMIS Web
G84006,07Q,6,0.5251110882299912,7.0,7.0,430.26,96.8,27.0,554.06,8.53937632304545,62.7438838463582,50.592069718530105,23.6591657031042,19.194165258383,0.0,144101.0,11056.166666666666,EMIS,EMIS Web
G84007,07Q,6,0.5145102285045126,6.0,6.0,417.37,97.0,27.0,541.37,22.9451085203748,63.499617049986895,50.8342840502196,15.3913138129966,24.4519429628823,0.0,125848.0,9100.083333333334,EMIS,EMIS Web
G84008,07Q,6,0.4657836667638467,3.0,2.0,391.88999999999993,85.69999999999999,25.96,503.5499999999999,11.5901895424837,92.6840781384896,43.35580864655311,19.5715323166304,16.0421205519245,0.0,61109.0,5650.583333333333,EMIS,EMIS Web
G84009,07Q,6,0.528423310659876,2.0,2.0,421.49,93.89,27.0,542.38,9.2340504587156,91.5103043178189,57.458074537394104,25.152905198776804,19.3832823649337,0.0,47273.0,3904.9166666666665,EMIS,EMIS Web
G84010,07Q,6,0.5029363251595916,8.0,8.0,421.79999999999995,97.0,27.0,545.8,10.2090783531639,83.5473182726345,48.954380451947095,21.5101737308186,21.5967011424322,0.0,178938.0,15024.916666666666,EMIS,EMIS Web
G84011,07Q,6,0.5147420402886448,,,382.79,76.63,24.16,483.58000000000004,12.1936946114987,89.5097122769661,40.1384616434295,15.780611017560698,22.1385614625932,0.0,82221.0,8526.916666666666,EMIS,EMIS Web
G84012,,,,,,,,,,,,,,,,,,,
G84013,07Q,6,0.3726417116861764,2.0,2.0,428.71999999999997,96.1,24.03,548.8499999999999,30.6009028199566,61.99835142164479,55.1787397499088,18.524945770065102,24.052060737527103,0.0,27500.0,2499.5,EMIS,EMIS Web
G84015,07Q,6,0.5082137491266796,7.0,7.0,414.16,97.0,27.0,538.1600000000001,7.12414286873276,74.0544300847105,44.969604430042295,21.2558818757099,19.368813889339602,0.0,143043.0,12234.25,EMIS,EMIS Web
G84016,07Q,6,0.5401154944570384,,,428.26,97.0,26.990000000000002,552.25,14.804801825638302,71.6035747551527,41.832311208497295,17.5486175420029,20.601931472417,0.0,177026.0,15205.416666666666,EMIS,EMIS Web
G84017,07Q,6,0.4706214684294083,11.0,11.0,346.36999999999995,75.44999999999999,27.0,448.81999999999994,7.94263008379317,73.1574142984088,53.35230150308679,20.4638332652227,20.805067429505502,0.0,120525.0,9696.833333333334,EMIS,EMIS Web
G84018,07Q,6,0.46484624329137614,4.0,4.0,434.86,97.0,27.0,558.86,9.052722664819312,94.54502625229419,48.8108611906742,22.664819304930102,16.2798753030828,0.0,87112.0,8760.25,EMIS,EMIS Web
G84019,07Q,6,0.4654026460602263,5.0,5.0,378.39,91.57,27.0,496.96,33.0230437876841,56.6272402530445,50.475193968094,15.228977497039098,25.2822739834189,0.0,141590.0,10248.833333333334,EMIS,EMIS Web
G84020,07Q,6,0.4784641440332213,2.0,2.0,421.2799999999999,97.0,27.0,545.28,9.599837095946642,80.1456461251079,44.38095154498839,20.6259620318112,20.6028732683427,0.0,96478.0,7966.833333333333,EMIS,EMIS Web
G84021,07Q,6,0.45760461362722255,3.0,3.0,345.88,87.0,27.0,459.88,9.202976854671698,45.195724047792595,47.008378924748,23.6935071263248,17.5612133024729,0.0,104986.0,7607.083333333333,EMIS,EMIS Web
G84022,07Q,6,0.3714565551673995,4.0,4.0,433.41999999999996,91.93,23.45,548.8,28.796739000745696,49.8442819994762,56.1121702997919,13.068605518269901,21.1856823266219,0.0,63413.0,5191.583333333334,EMIS,EMIS Web
G84023,07Q,6,0.5091308113362575,7.0,7.0,407.65999999999997,97.0,27.0,531.66,14.661376868910999,69.0196148101379,51.23609594520929,20.997299382716104,21.1844135802469,0.0,149276.0,10791.083333333334,EMIS,EMIS Web
G84024,07Q,6,0.4406447089960888,5.0,5.0,429.32000000000005,97.0,26.939999999999998,553.26,17.344740261189898,75.4496097934435,49.24435162893029,15.035081857667901,22.7842744180867,0.0,97252.0,9304.5,EMIS,EMIS Web
G84025,07Q,6,0.4921333279832936,6.0,6.0,428.78999999999996,95.21000000000001,27.0,551.0,30.283636106831,68.639733579697,45.1214256242624,7.65083440308087,24.0385109114249,0.0,62634.0,7644.333333333334,EMIS,EMIS Web
G84026,,,,,,,,,,,,,,,,,,,
G84027,07Q,6,0.5055688924587964,11.0,11.0,395.13,96.05,27.0,518.1800000000001,11.8296012394366,90.63683811019041,44.963644031729295,14.342853923722599,21.446679060334603,0.0,200747.0,18228.5,EMIS,EMIS Web
G84028,07Q,6,0.5969157591305856,12.0,5.0,428.43,97.0,27.0,552.4300000000001,13.715149192271099,89.64676912865819,51.8667615734481,20.525815647766898,17.6306620209059,0.0,100410.0,6433.583333333333,EMIS,EMIS Web
G84029,07Q,6,0.36878758295649483,,,409.25000000000006,84.18,25.330000000000002,518.7600000000001,28.1061458416236,56.186555770272896,48.30158453899139,15.506958250497,19.5626242544732,0.0,74570.0,4844.083333333333,EMIS,EMIS Web
G84030,07Q,6,0.49243136036255136,5.0,4.0,392.88000000000005,77.52,27.0,497.40000000000003,6.275963223202269,80.7077079289718,49.339383468140404,17.9399013305427,22.7687247720138,0.0,70946.0,6713.166666666667,EMIS,EMIS Web
G84032,07Q,6,0.5005386390918827,6.0,6.0,417.02,97.0,27.0,541.02,13.746884842519698,77.3996904264864,54.350346878486604,22.1743942934448,20.3099249784774,0.0,125943.0,8527.0,EMIS,EMIS Web
G84033,07Q,6,0.5456096467714122,5.0,5.0,390.96999999999997,93.50999999999999,27.0,511.47999999999996,6.491824256358679,89.4409084995362,52.5308264789236,21.626670498634898,20.192556401781896,0.0,88674.0,7242.75,EMIS,EMIS Web
G84034,07Q,6,,,,,,,,,,,,,,,,,
G84035,07Q,6,0.5113894670585247,5.0,5.0,428.24,97.0,27.0,552.24,7.6188430861998,65.2988272598288,42.5719394059261,18.2901767365393,22.7894232086587,0.0,87746.0,7404.583333333333,EMIS,EMIS Web
G84037,07Q,6,,,,,,,,,,,,,,,,,
G84039,07Q,6,0.3346121784692013,2.0,2.0,435.0,97.0,27.0,559.0,11.163293151642199,80.6740789820625,56.365115777642,15.8225637443241,22.7244149493538,0.0,32377.0,3032.2499999999995,EMIS,EMIS Web
G84040,07Q,6,0.4093693925176467,7.0,6.0,432.2300000000001,97.0,27.0,556.23,13.7725743944637,83.5172578983767,48.994921818311504,16.1628555493586,22.4829894032348,0.0,103117.0,9530.25,EMIS,EMIS Web
G84041,07Q,6,0.33352277762714555,1.0,1.0,406.05,97.0,27.0,530.05,27.4516124082722,69.318901299889,46.9388469651423,9.850249584026619,28.6189683860233,0.0,31599.0,3079.0,EMIS,EMIS Web
G84602,,,,,,,,,,,,,,,,,,,
G84604,07Q,6,0.5792947178078075,4.0,4.0,430.89,91.27,25.14,547.3,13.6088039099526,64.9313324820951,45.137805290911,19.6624222682855,16.8492745039976,0.0,69360.0,3737.75,EMIS,EMIS Web
G84607,07Q,6,0.4430366659041348,6.0,6.0,421.82000000000005,95.17,27.0,543.99,12.525379786814101,87.4339879688855,41.814547829791294,18.906650878231698,19.9644760213144,0.0,67051.0,5240.583333333333,EMIS,EMIS Web
G84609,07Q,6,0.40499083040744077,3.0,3.0,435.0,97.0,27.0,559.0,12.5105827041867,83.7765648021893,43.8896926778099,24.0562800274537,20.2814001372684,0.0,41083.0,2988.0,EMIS,EMIS Web
G84612,,,,,,,,,,,,,,,,,,,
G84613,,,,,,,,,,,,,,,,,,,
G84615,,,,,,,,,,,,,,,,,,,
G84617,,,,,,,,,,,,,,,,,,,
G84619,,,,,,,,,,,,,,,,,,,
G84621,07Q,6,0.4876437661730696,2.0,2.0,428.3500000000001,97.0,27.0,552.3500000000001,8.07439970501475,61.925876303469494,46.6820925263922,18.495575221238898,22.8908554572271,0.0,38796.0,3477.833333333333,EMIS,EMIS Web
G84624,07Q,6,0.3200436961242374,2.0,2.0,414.71,87.0,27.0,528.71,29.5359047076689,59.1394468536341,51.06704260766271,11.0015174506829,18.270106221547803,0.0,28161.0,2605.416666666667,Vision,Vision 3 Hosted
G84625,07Q,6,0.350438505901697,2.0,2.0,426.06,97.0,27.0,550.06,29.3110938809723,57.3501588218853,52.8674421427985,6.1452513966480495,23.4134078212291,0.0,36404.0,3715.916666666667,EMIS,EMIS Web
G84627,07Q,6,0.5866567543326059,4.0,4.0,361.75999999999993,86.69,27.0,475.44999999999993,9.109371874568321,78.9941488924628,46.4741061252357,19.4363862411935,21.243265644426,0.0,79974.0,7370.25,EMIS,EMIS Web
G84628,07Q,6,0.5047769214931991,2.0,2.0,426.41999999999996,97.0,27.0,550.42,34.9664206941291,59.63489725981629,51.35114620890899,9.79247730220493,27.477302204928698,0.0,32566.0,3229.6666666666665,EMIS,EMIS Web
G84629,07Q,6,0.3601643533621597,3.0,3.0,412.45,97.0,27.0,536.45,17.025819776407097,79.5530008666994,44.6521485493912,12.5433526011561,24.8246628131021,0.0,71643.0,5288.0,EMIS,EMIS Web
G84630,07Q,6,0.3549839036935656,,1.0,422.87999999999994,97.0,27.0,546.8799999999999,19.3141429161504,85.7756928210769,52.2833547219389,18.976897689769,20.1402640264026,0.0,12893.0,2426.0,EMIS,EMIS Web
G85001,08Q,6,0.40948728428244596,8.0,4.0,401.57,89.92,26.130000000000003,517.62,19.5844545816416,63.796893917659,47.5821400735292,13.316882910132898,21.7129666480936,0.0,162248.0,12588.916666666666,EMIS,EMIS Web
G85002,08K,6,0.2462299162348439,5.0,5.0,428.26000000000005,97.0,27.0,552.26,25.8272195544885,83.6058281175617,40.23883467689679,3.43908291122367,19.0455878432418,0.0,120467.0,16456.249999999996,EMIS,EMIS Web
G85003,08L,6,0.5642739335037403,4.0,4.0,406.5899999999999,96.15,24.43,527.1699999999998,22.4143516118837,72.48996097937021,45.5456159640824,13.2954366019264,17.827254066003498,0.0,70653.0,6485.249999999999,EMIS,EMIS Web
G85004,08L,6,0.37738698624925365,9.0,9.0,431.75,96.61,27.0,555.36,24.241962056303603,85.5104956829835,41.62183696532271,10.9487562865298,21.030311268179997,0.0,137498.0,14375.75,EMIS,EMIS Web
G85005,08L,6,0.5090435897433303,12.0,11.0,398.20000000000005,97.0,26.7,521.9000000000001,31.885402422610998,85.30915707442979,56.6494646647816,13.5329744279946,22.807537012113105,0.0,221410.0,15582.083333333334,EMIS,EMIS Web
G85006,08Q,6,0.3400047720332407,4.0,4.0,366.7200000000002,92.42,27.0,486.1400000000002,37.654427253708604,55.960173527987,48.0225316825604,7.562226866806,25.990879726391803,0.0,153770.0,10158.583333333334,EMIS,EMIS Web
G85007,08Q,6,,,,,,,,,,,,,,,,,
G85008,08L,6,0.4321367451713555,4.0,4.0,416.15999999999997,96.67,27.0,539.8299999999999,34.2132591170825,65.3639223270205,56.708663695217,11.0764804603213,19.9280748022057,0.0,54978.0,4168.333333333333,EMIS,EMIS Web
G85009,08Q,6,0.37598904826669105,,,317.75,80.4,14.76,412.90999999999997,33.3561535298149,70.7407761612303,63.311961002602,19.7260273972603,8.28767123287671,0.0,9250.0,674.1666666666666,,
G85010,08K,6,0.4326500762699719,1.0,1.0,390.21999999999997,73.29,21.89,485.4,26.248086054317998,84.6790447890323,37.990004396415,6.711409395973151,14.380719951189802,0.0,26703.0,3362.3333333333335,EMIS,EMIS Web
G85011,08K,6,0.4237284211862416,9.0,10.0,382.17999999999995,85.34,25.57,493.09,24.4145026397888,74.08211674994571,35.8133527546117,5.51624895071352,12.043410480873,0.0,151390.0,17530.083333333332,EMIS,EMIS Web
G85012,08Q,6,0.39927315440310523,,,423.97,96.99,24.93,545.89,,,,,,0.0,23881.0,,,
G85013,08Q,6,0.44289661525069535,5.0,5.0,406.47,97.0,27.0,530.47,33.1987628576443,86.0873029893607,52.8724933991739,7.9859587538394,18.387011847301398,0.0,140240.0,11328.5,EMIS,EMIS Web
G85014,08K,6,0.33633010892564025,12.0,12.0,432.6,96.3,24.32,553.22,23.915053230209303,65.6063124052252,46.968737987041294,11.2435186027472,21.2862730828709,0.0,130125.0,11188.416666666666,EMIS,EMIS Web
G85015,08L,6,0.5587148169565587,6.0,6.0,394.31,84.03,24.91,503.25000000000006,32.068268722466996,66.30921606543329,42.327087165447004,9.86139726540551,19.1346694137479,0.0,145590.0,10684.75,EMIS,EMIS Web
G85016,08K,6,0.4460933429350497,,,422.6,96.92,27.0,546.52,20.160995927691697,88.83149517980391,50.614267986585205,9.23535253227408,20.591857000993,0.0,168204.0,14382.583333333332,EMIS,EMIS Web
G85019,08Q,6,0.2967433844932171,1.0,1.0,412.63999999999993,94.24,27.0,533.8799999999999,37.0362591719077,73.38095885188521,40.8861899256885,6.236897274633121,23.810272536687602,0.0,55169.0,4018.583333333333,EMIS,EMIS Web
G85020,08L,6,0.4460293084445868,3.0,3.0,365.37,82.94,27.0,475.31,31.430200412796697,64.5224069157466,34.5995380213099,7.63673890608875,21.09391124871,0.0,34139.0,4963.166666666666,EMIS,EMIS Web
G85021,08K,6,0.4539627833008838,4.0,4.0,431.22999999999996,97.0,27.0,555.23,26.9204493140244,69.9694857124628,43.483521582309294,16.086046068913,16.7827907862174,0.0,161179.0,5134.833333333334,EMIS,EMIS Web
G85022,08K,6,0.4440863143341362,13.0,13.0,429.78000000000003,95.25,27.0,552.03,27.447195273877803,74.40539346518041,38.9545600845913,13.233840679976302,23.5145285629571,0.0,158320.0,10013.583333333334,EMIS,EMIS Web
G85023,08L,6,0.46996072790342486,5.0,5.0,420.82,97.0,26.82,544.64,24.174784225713395,83.0605362656852,40.85304626551579,7.35294117647059,18.2459505541347,0.0,88969.0,10028.75,EMIS,EMIS Web
G85024,08L,6,0.45269090057607586,10.0,10.0,405.07,89.65,26.939999999999998,521.6600000000001,28.2592809139785,77.56618361297971,55.657830429941704,11.951064281168199,23.879499328194605,0.0,165225.0,13888.083333333332,EMIS,EMIS Web
G85025,08K,6,0.3487120530537764,6.0,6.0,400.0799999999999,97.0,25.41,522.4899999999999,29.147133556859497,78.1060490718655,43.4507743762716,5.447434584225721,15.1876338579011,0.0,114407.0,11063.5,EMIS,EMIS Web
G85026,08L,6,0.42636494514615064,3.0,3.0,412.26000000000005,97.0,23.95,533.21,34.227747881841104,75.3689153084038,51.304186999075604,12.745995423341,20.6681922196796,0.0,56495.0,4467.333333333333,EMIS,EMIS Web
G85027,08L,6,0.42971842589104287,3.0,3.0,409.44999999999993,94.21,24.11,527.7699999999999,21.9355659588697,65.2254042319514,57.5465171015487,18.472082915412898,20.6653293212972,0.0,96469.0,5961.75,EMIS,EMIS Web
G85028,08K,6,0.42739092207385976,11.0,11.0,412.03,67.76,26.369999999999997,506.15999999999997,36.486236103677605,77.0232008600208,34.7830134155267,9.54781545982279,18.328750381912602,0.0,232579.0,13008.833333333332,EMIS,EMIS Web
G85029,08Q,6,0.4006397159552031,3.0,3.0,362.88999999999993,84.81,23.759999999999998,471.4599999999999,31.918243572792697,48.564774199750296,49.4623700969692,8.6075205640423,18.9482961222092,0.0,64702.0,6323.416666666667,EMIS,EMIS Web
G85030,08Q,6,0.43098412186799023,2.0,2.0,428.94,97.0,26.759999999999998,552.7,35.4454102147627,62.397350923078605,54.2426047454417,9.094189823168529,20.4186214363046,0.0,66027.0,5547.25,EMIS,EMIS Web
G85031,08Q,6,0.38261240768437516,2.0,2.0,420.72,97.0,27.0,544.72,27.433991158267002,68.5510680898458,49.0581743817852,9.17796110783736,20.2504419563936,0.0,95134.0,6727.416666666666,EMIS,EMIS Web
G85032,08L,6,0.49779461528753843,6.0,6.0,393.26,73.49000000000001,24.54,491.29,23.1362055932809,76.22876179085179,54.991460500147,11.6123269316659,24.2608307280036,0.0,136965.0,11554.333333333334,EMIS,EMIS Web
G85034,08Q,6,0.4390028760556859,,,426.79999999999995,97.0,26.880000000000003,550.68,32.7418910470157,74.3444665318444,46.1066353132644,8.356221389929251,13.1335830212235,0.0,758740.0,61575.5,EMIS,EMIS Web
